source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[individual]	characteristics[age]	characteristics[sex]	characteristics[enrichment marker]	characteristics[cells per well]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[sample type]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[dia method]	comment[isolation window width]	comment[scan window lower limit]	comment[scan window upper limit]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[sample preparation batch]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[organism part]
S2_SMG_C11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_C11	single cell	2	run 211	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_C11_DIA_ne2_IO_L15_100124_Slot1-323_1_5409.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_C12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_C12	single cell	2	run 212	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_C12_DIA_ne2_IO_L15_100124_Slot1-324_1_5421.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_C13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_C13	single cell	2	run 213	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_C13_DIA_ne2_IO_L15_100124_Slot1-325_1_5434.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_C14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_C14	single cell	2	run 214	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_C14_DIA_ne2_IO_L15_100124_Slot1-326_1_5446.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_C15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_C15	single cell	2	run 215	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_C15_DIA_ne2_IO_L15_100124_Slot1-327_1_5460.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_C16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_C16	single cell	2	run 216	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_C16_DIA_ne2_IO_L15_100124_Slot1-328_1_5473.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_C17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_C17	single cell	2	run 217	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_C17_DIA_ne2_IO_L15_100124_Slot1-329_1_5486.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_C18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_C18	single cell	2	run 218	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_C18_DIA_ne2_IO_L15_100124_Slot1-330_1_5498.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_C19	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_C19	single cell	2	run 219	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_C19_DIA_ne2_IO_L15_100124_Slot1-331_1_5504.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_D2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_D2	single cell	2	run 220	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_D2_DIA_ne2_IO_L15_100124_Slot1-290_1_5278.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_D3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_D3	single cell	2	run 221	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_D3_DIA_ne2_IO_L15_100124_Slot1-291_1_5307.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_D4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_D4	single cell	2	run 222	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_D4_DIA_ne2_IO_L15_100124_Slot1-292_1_5320.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_D5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_D5	single cell	2	run 223	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_D5_DIA_ne2_IO_L15_100124_Slot1-293_1_5332.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_D6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_D6	single cell	2	run 224	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_D6_DIA_ne2_IO_L15_100124_Slot1-294_1_5348.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_D7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_D7	single cell	2	run 225	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_D7_DIA_ne2_IO_L15_100124_Slot1-295_1_5361.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_D8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_D8	single cell	2	run 226	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_D8_DIA_ne2_IO_L15_100124_Slot1-296_1_5374.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_D9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_D9	single cell	2	run 227	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_D9_DIA_ne2_IO_L15_100124_Slot1-297_1_5386.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_D10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_D10	single cell	2	run 228	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_D10_DIA_ne2_IO_L15_100124_Slot1-298_1_5398.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_D11	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_D11	single cell	2	run 229	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_D11_DIA_ne2_IO_L15_100124_Slot1-299_1_5410.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_D12	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_D12	single cell	2	run 230	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_D12_DIA_ne2_IO_L15_100124_Slot1-300_1_5422.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
S2_SMG_D13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=submandibular gland;AC=UBERON:0001736	NT=epithelial fate stem cell;AC=CL:0000036	normal	not available	not available	not available	DAPI-/CD45-/CD31-/EpCAM+	1	cellenONE	S2_SMG_D13	single cell	2	run 231	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=collision-induced dissociation;AC=MS:1000133	Data-independent acquisition	diaPASEF	25	400	1000	not available	not available	S2_SMG	1	1	Sg_S2_SMG_D13_DIA_ne2_IO_L15_100124_Slot1-301_1_5435.d	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	submandibular gland
