source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[disease]	characteristics[material type]	characteristics[sample type]	characteristics[developmental stage]	characteristics[age]	characteristics[sex]	characteristics[strain or breed]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[enrichment marker]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[collision energy]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell type]
Liver_gate5_57	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate5_57	1	CD73 and E-cadherin; FACS zonation gate 5 of 8 (pericentral/central-vein to periportal/portal-vein axis)	57	run 499	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_E3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate5_58	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate5_58	1	CD73 and E-cadherin; FACS zonation gate 5 of 8 (pericentral/central-vein to periportal/portal-vein axis)	58	run 500	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_E4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate5_59	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate5_59	1	CD73 and E-cadherin; FACS zonation gate 5 of 8 (pericentral/central-vein to periportal/portal-vein axis)	59	run 501	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_E5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate5_60	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate5_60	1	CD73 and E-cadherin; FACS zonation gate 5 of 8 (pericentral/central-vein to periportal/portal-vein axis)	60	run 502	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_E6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate5_61	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate5_61	1	CD73 and E-cadherin; FACS zonation gate 5 of 8 (pericentral/central-vein to periportal/portal-vein axis)	61	run 503	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_E7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate5_62	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate5_62	1	CD73 and E-cadherin; FACS zonation gate 5 of 8 (pericentral/central-vein to periportal/portal-vein axis)	62	run 504	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_E8.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate5_63	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate5_63	1	CD73 and E-cadherin; FACS zonation gate 5 of 8 (pericentral/central-vein to periportal/portal-vein axis)	63	run 505	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_E9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate6_58	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate6_58	1	CD73 and E-cadherin; FACS zonation gate 6 of 8 (pericentral/central-vein to periportal/portal-vein axis)	58	run 506	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_F1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate6_66	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate6_66	1	CD73 and E-cadherin; FACS zonation gate 6 of 8 (pericentral/central-vein to periportal/portal-vein axis)	66	run 507	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_F13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate6_67	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate6_67	1	CD73 and E-cadherin; FACS zonation gate 6 of 8 (pericentral/central-vein to periportal/portal-vein axis)	67	run 508	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_F14.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate6_68	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate6_68	1	CD73 and E-cadherin; FACS zonation gate 6 of 8 (pericentral/central-vein to periportal/portal-vein axis)	68	run 509	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_F16.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate6_69	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate6_69	1	CD73 and E-cadherin; FACS zonation gate 6 of 8 (pericentral/central-vein to periportal/portal-vein axis)	69	run 510	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_F17.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate6_70	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate6_70	1	CD73 and E-cadherin; FACS zonation gate 6 of 8 (pericentral/central-vein to periportal/portal-vein axis)	70	run 511	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_F18.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate6_59	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate6_59	1	CD73 and E-cadherin; FACS zonation gate 6 of 8 (pericentral/central-vein to periportal/portal-vein axis)	59	run 512	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_F2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate6_60	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate6_60	1	CD73 and E-cadherin; FACS zonation gate 6 of 8 (pericentral/central-vein to periportal/portal-vein axis)	60	run 513	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_F3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate6_61	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate6_61	1	CD73 and E-cadherin; FACS zonation gate 6 of 8 (pericentral/central-vein to periportal/portal-vein axis)	61	run 514	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_F4.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate6_62	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate6_62	1	CD73 and E-cadherin; FACS zonation gate 6 of 8 (pericentral/central-vein to periportal/portal-vein axis)	62	run 515	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_F5.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate6_63	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate6_63	1	CD73 and E-cadherin; FACS zonation gate 6 of 8 (pericentral/central-vein to periportal/portal-vein axis)	63	run 516	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_F6.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate6_64	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate6_64	1	CD73 and E-cadherin; FACS zonation gate 6 of 8 (pericentral/central-vein to periportal/portal-vein axis)	64	run 517	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_F7.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate6_65	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate6_65	1	CD73 and E-cadherin; FACS zonation gate 6 of 8 (pericentral/central-vein to periportal/portal-vein axis)	65	run 518	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_F9.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate7_59	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate7_59	1	CD73 and E-cadherin; FACS zonation gate 7 of 8 (pericentral/central-vein to periportal/portal-vein axis)	59	run 519	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_G1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
Liver_gate7_67	NT=Mus musculus;AC=NCBITaxon:10090	NT=liver;AC=UBERON:0002107	NT=hepatocyte;AC=CL:0000182	not applicable	not applicable	not applicable	normal	cell	NT=single cell;AC=PRIDE:0000897	NT=adult;AC=EFO:0001272	6W	female	C57BL/6JOlaHsd	FACS	Liver_gate7_67	1	CD73 and E-cadherin; FACS zonation gate 7 of 8 (pericentral/central-vein to periportal/portal-vein axis)	67	run 520	proteomic profiling by mass spectrometry	Data-independent acquisition	NT=Orbitrap Astral;AC=MS:1003378	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=beam-type collision-induced dissociation;AC=MS:1000422	25 NCE	400	800	20	1	1	20250220_liver_sc_IO15_DIA_24min_20Th-40ms_plate5_G13.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	not available	NT=dia-acquisition;VV=v1.1.0	NT=hepatocyte;AC=CL:0000182
