source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell type]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[treatment]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[reduction reagent]	comment[alkylation reagent]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[collision energy]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[dia method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[treatment]
Acinar_SC_2_s1-a3_1_2435	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_2_s1-a3_1_2435	1	417	run 417	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_2_s1-a3_1_2435.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_30_s1-c7_1_2463	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_30_s1-c7_1_2463	1	418	run 418	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_30_s1-c7_1_2463.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_31_s1-c8_1_2464	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_31_s1-c8_1_2464	1	419	run 419	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_31_s1-c8_1_2464.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_32_s1-c9_1_2465	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_32_s1-c9_1_2465	1	420	run 420	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_32_s1-c9_1_2465.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_33_s1-c10_1_2466	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_33_s1-c10_1_2466	1	421	run 421	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_33_s1-c10_1_2466.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_34_s1-c11_1_2467	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_34_s1-c11_1_2467	1	422	run 422	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_34_s1-c11_1_2467.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_35_s1-c12_1_2468	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_35_s1-c12_1_2468	1	423	run 423	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_35_s1-c12_1_2468.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_36_s1-d1_1_2469	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_36_s1-d1_1_2469	1	424	run 424	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_36_s1-d1_1_2469.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_37_s1-d2_1_2470	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_37_s1-d2_1_2470	1	425	run 425	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_37_s1-d2_1_2470.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_38_s1-d3_1_2471	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_38_s1-d3_1_2471	1	426	run 426	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_38_s1-d3_1_2471.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_39_s1-d4_1_2472	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_39_s1-d4_1_2472	1	427	run 427	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_39_s1-d4_1_2472.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_3_s1-a4_1_2436	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_3_s1-a4_1_2436	1	428	run 428	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_3_s1-a4_1_2436.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_3_s1-a4_1_2529	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_3_s1-a4_1_2529	1	429	run 429	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_3_s1-a4_1_2529.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_40_s1-d5_1_2473	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_40_s1-d5_1_2473	1	430	run 430	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_40_s1-d5_1_2473.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_41_s1-d6_1_2474	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_41_s1-d6_1_2474	1	431	run 431	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_41_s1-d6_1_2474.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_42_s1-d7_1_2475	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_42_s1-d7_1_2475	1	432	run 432	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_42_s1-d7_1_2475.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_43_s1-d8_1_2476	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_43_s1-d8_1_2476	1	433	run 433	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_43_s1-d8_1_2476.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_44_s1-d9_1_2477	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_44_s1-d9_1_2477	1	434	run 434	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_44_s1-d9_1_2477.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_45_s1-d10_1_2478	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_45_s1-d10_1_2478	1	435	run 435	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_45_s1-d10_1_2478.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_46_s1-d11_1_2479	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_46_s1-d11_1_2479	1	436	run 436	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_46_s1-d11_1_2479.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_47_s1-d12_1_2480	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_47_s1-d12_1_2480	1	437	run 437	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_47_s1-d12_1_2480.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_48_s1-e1_1_2481	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_48_s1-e1_1_2481	1	438	run 438	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_48_s1-e1_1_2481.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_49_s1-e2_1_2482	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_49_s1-e2_1_2482	1	439	run 439	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_49_s1-e2_1_2482.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_4_s1-a5_1_2437	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_4_s1-a5_1_2437	1	440	run 440	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_4_s1-a5_1_2437.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_50_s1-e3_1_2483	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_50_s1-e3_1_2483	1	441	run 441	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_50_s1-e3_1_2483.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_51_s1-e4_1_2484	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_51_s1-e4_1_2484	1	442	run 442	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_51_s1-e4_1_2484.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
Acinar_SC_52_s1-e5_1_2485	NT=Mus musculus;AC=NCBITaxon:10090	NT=pancreas;AC=UBERON:0001264	NT=normal;AC=PATO:0000461	NT=pancreatic acinar cell;AC=CL:0002064	not applicable	not applicable	not applicable	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors	NT=single cell;AC=PRIDE:0000897	cellenONE	Acinar_SC_52_s1-e5_1_2485	1	443	run 443	proteomic profiling by mass spectrometry	data-independent acquisition	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	not applicable	not applicable	not applicable	NT=collision-induced dissociation;AC=MS:1000133	not available	not available	not available	not available	not available	not available	diaPASEF	1	1	Acinar_SC_52_s1-e5_1_2485.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	not available	manual curation	0.1% paraformaldehyde fixation, 24 h, with protease inhibitors
