source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[ancestry category]	characteristics[culture medium]	characteristics[material type]	characteristics[sample type]	characteristics[pooled sample]	characteristics[treatment]	characteristics[compound]	characteristics[dose]	characteristics[exposure duration]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[proteomics data acquisition method]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[carrier channel]	comment[reference channel]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf annotation tool]	factor value[cell line]	factor value[treatment]
EGI_C19_Slot2-47	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	C19_Slot2-47	1	11	run 11	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_C19_DIA_IO_L15_Slot2-47_1_1078.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_C20_Slot2-48	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	C20_Slot2-48	1	12	run 12	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_C20_DIA_IO_L15_Slot2-48_1_1079.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_C21_Slot2-49	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	C21_Slot2-49	1	13	run 13	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_C21_DIA_IO_L15_Slot2-49_1_1080.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_C22_Slot2-50	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	C22_Slot2-50	1	14	run 14	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_C22_DIA_IO_L15_Slot2-50_1_1081.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_C23_Slot2-51	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	C23_Slot2-51	1	15	run 15	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_C23_DIA_IO_L15_Slot2-51_1_1082.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_D13_Slot2-10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D13_Slot2-10	1	16	run 16	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_D13_DIA_IO_L15_Slot2-10_1_1085.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_D16_Slot2-13	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D16_Slot2-13	1	17	run 17	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_D16_DIA_IO_L15_Slot2-13_1_1088.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_D17_Slot2-14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D17_Slot2-14	1	18	run 18	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_D17_DIA_IO_L15_Slot2-14_1_1089.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_D18_Slot2-15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D18_Slot2-15	1	19	run 19	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_D18_DIA_IO_L15_Slot2-15_1_1090.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_D19_Slot2-16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D19_Slot2-16	1	20	run 20	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_D19_DIA_IO_L15_Slot2-16_1_1091.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_D20_Slot2-17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D20_Slot2-17	1	21	run 21	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_D20_DIA_IO_L15_Slot2-17_1_1092.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_D21_Slot2-18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D21_Slot2-18	1	22	run 22	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_D21_DIA_IO_L15_Slot2-18_1_1093.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_D22_Slot2-19	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D22_Slot2-19	1	23	run 23	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_D22_DIA_IO_L15_Slot2-19_1_1094.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_D23_Slot2-20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	D23_Slot2-20	1	24	run 24	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_D23_DIA_IO_L15_Slot2-20_1_1095.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
EGI_E13_Slot2-21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=bile duct;AC=UBERON:0002394	NT=epithelial cell;AC=CL:0000066	NT=cholangiocarcinoma;AC=MONDO:0019087	NT=EGI-1 cell;AC=CLO:0002895	CVCL_1193	EGI-1	52Y	male	NT=European ancestry;AC=HANCESTRO:0005	NT=Roswell Park Memorial Institute 1640 Medium;AC=NCIT:C178973	cell	NT=single cell;AC=PRIDE:0000897	not pooled	untreated	not applicable	not applicable	not applicable	cellenONE	E13_Slot2-21	1	25	run 25	proteomic profiling by mass spectrometry	NT=timsTOF SCP;AC=MS:1003231	NT=label free sample;AC=MS:1002038	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Acetyl;AC=UNIMOD:1;TA=K;MT=Variable	NT=Phospho;AC=UNIMOD:21;TA=S,T,Y;MT=Variable	NT=Methyl;AC=UNIMOD:34;TA=K;MT=Variable	NT=Dimethyl;AC=UNIMOD:36;TA=K;MT=Variable	NT=Trimethyl;AC=UNIMOD:37;TA=K;MT=Variable	NT=Formyl;AC=UNIMOD:122;TA=K;MT=Variable	NT=Trypsin;AC=MS:1001251	NT=Data-independent acquisition;AC=PRIDE:0000450	NT=beam-type collision-induced dissociation;AC=MS:1000422	not available	not available	not applicable	not applicable	1	1	EGI_E13_DIA_IO_L15_Slot2-21_1_1096.d	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	manual curation	NT=EGI-1 cell;AC=CLO:0002895	untreated
