source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[culture medium]	characteristics[phenotype]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[biological replicate]	assay name	technology type	comment[instrument]	comment[label]	comment[modification parameters]	comment[modification parameters]	comment[cleavage agent details]	comment[dissociation method]	comment[proteomics data acquisition method]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[cell line]	factor value[phenotype]
20230822_SingleCells_MIA_14	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_14	1	14	run 184	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_14.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_15	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_15	1	15	run 185	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_15.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_16	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_16	1	16	run 186	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_16.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_17	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_17	1	17	run 187	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_17.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_18	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_18	1	18	run 188	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_18.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_19	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_19	1	19	run 189	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_19.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_2	1	2	run 190	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_2.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_20	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_20	1	20	run 191	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_20.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_21	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_21	1	21	run 192	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_21.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_22	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_22	1	22	run 193	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_22.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_23	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_23	1	23	run 194	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_23.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_24	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_24	1	24	run 195	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_24.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_25	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_25	1	25	run 196	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_25.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_26	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_26	1	26	run 197	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_26.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_27	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_27	1	27	run 198	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_27.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_28	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_28	1	28	run 199	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_28.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_29	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_29	1	29	run 200	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_29.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_3	1	3	run 201	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_3.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_30	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_30	1	30	run 202	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_30.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_4	1	4	run 203	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_4.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_5	1	5	run 204	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_5.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_6	1	6	run 205	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_6.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_7	1	7	run 206	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_7.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
20230822_SingleCells_MIA_8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=pancreas;AC=UBERON:0001264	NT=epithelial cell;AC=CL:0000066	NT=undifferentiated pancreatic carcinoma;AC=MONDO:0006478	NT=MIA PaCa-2;AC=CLO:0007726	CVCL_0428	MIA PaCa-2	65Y	male	NT=Dulbecco's Modified Eagle Medium;AC=NCIT:C185409	not applicable	NT=single cell;AC=PRIDE:0000897	manual picking	20230822_SingleCells_MIA_8	1	8	run 207	proteomic profiling by mass spectrometry	NT=Q Exactive HF-X;AC=MS:1002877	NT=label free sample;AC=MS:1002038	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Trypsin;AC=MS:1001251	not applicable	Data-independent acquisition	1	1	20230822_SingleCells_MIA_8.raw	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=human;VV=v1.1.0	NT=cell-lines;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=clinical-metadata;VV=v1.0.0	NT=MIA PaCa-2;AC=CLO:0007726	not applicable
